case_id,activity,started_at,finished_at,objects,object_ids
case_64,Net ID396,2025-01-26 14:43:55,2025-01-26 14:53:55,Net ID712;token_72;token_76;token_87;Net ID396,ID712;token_72;token_76;token_87;ID396
case_65,Net ID397,2025-01-26 14:43:55,2025-01-26 15:08:55,Net ID712;token_94;Net ID397,ID712;token_94;ID397
case_66,Net ID712,2025-01-26 14:43:55,2025-01-26 14:50:55,Net ID712;token_60;token_15;token_58;Net ID712,ID712;token_60;token_15;token_58;ID712
case_67,Net ID398,2025-01-26 14:43:55,2025-01-26 15:01:55,Net ID712;token_66;token_99;Net ID398,ID712;token_66;token_99;ID398
case_68,Net ID401,2025-01-26 14:43:55,2025-01-26 14:58:55,Net ID712;token_48;Net ID401,ID712;token_48;ID401
case_69,Net ID403,2025-01-26 14:43:55,2025-01-26 14:48:55,Net ID712;token_33;token_79;token_81;Net ID403,ID712;token_33;token_79;token_81;ID403
case_70,Net ID405,2025-01-26 14:43:55,2025-01-26 14:50:55,Net ID712;token_30;token_86;token_11;Net ID405,ID712;token_30;token_86;token_11;ID405
case_71,Net ID732,2025-01-26 14:43:55,2025-01-26 14:54:55,Net ID712;token_21;token_99;token_96;Net ID732,ID712;token_21;token_99;token_96;ID732
case_72,Net ID438,2025-01-26 14:43:55,2025-01-26 14:58:55,Net ID712;token_15;token_93;Net ID438,ID712;token_15;token_93;ID438
case_73,Net ID777,2025-01-26 14:43:55,2025-01-26 15:04:55,Net ID398;token_13;token_55;Net ID777,ID398;token_13;token_55;ID777
case_74,Net ID238,2025-01-26 14:43:55,2025-01-26 14:58:55,Net ID398;token_15;token_11;Net ID238,ID398;token_15;token_11;ID238
case_75,Net ID395,2025-01-26 14:43:55,2025-01-26 14:54:55,Net ID398;token_11;token_19;token_24;Net ID395,ID398;token_11;token_19;token_24;ID395
case_76,Net ID396,2025-01-26 14:43:55,2025-01-26 14:55:55,Net ID398;token_42;token_32;token_33;Net ID396,ID398;token_42;token_32;token_33;ID396
case_77,Net ID397,2025-01-26 14:43:55,2025-01-26 15:05:55,Net ID398;token_47;Net ID397,ID398;token_47;ID397
case_78,Net ID712,2025-01-26 14:43:55,2025-01-26 15:08:55,Net ID398;token_31;token_96;Net ID712,ID398;token_31;token_96;ID712
case_79,Net ID398,2025-01-26 14:43:55,2025-01-26 15:02:55,Net ID398;token_1;Net ID398,ID398;token_1;ID398
case_80,Net ID401,2025-01-26 14:43:55,2025-01-26 15:01:55,Net ID398;token_63;token_24;Net ID401,ID398;token_63;token_24;ID401
case_81,Net ID403,2025-01-26 14:43:55,2025-01-26 15:04:55,Net ID398;token_46;Net ID403,ID398;token_46;ID403
case_82,Net ID405,2025-01-26 14:43:55,2025-01-26 14:54:55,Net ID398;token_21;token_81;Net ID405,ID398;token_21;token_81;ID405
case_83,Net ID732,2025-01-26 14:43:55,2025-01-26 15:07:55,Net ID398;token_11;Net ID732,ID398;token_11;ID732
case_84,Net ID438,2025-01-26 14:43:55,2025-01-26 14:50:55,Net ID398;token_48;Net ID438,ID398;token_48;ID438
case_85,Net ID777,2025-01-26 14:43:55,2025-01-26 14:50:55,Net ID401;token_97;token_43;token_72;Net ID777,ID401;token_97;token_43;token_72;ID777
case_86,Net ID238,2025-01-26 14:43:55,2025-01-26 14:58:55,Net ID401;token_12;Net ID238,ID401;token_12;ID238
case_87,Net ID395,2025-01-26 14:43:55,2025-01-26 14:52:55,Net ID401;token_78;Net ID395,ID401;token_78;ID395
case_88,Net ID396,2025-01-26 14:43:55,2025-01-26 14:54:55,Net ID401;token_82;token_29;Net ID396,ID401;token_82;token_29;ID396
case_89,Net ID397,2025-01-26 14:43:55,2025-01-26 14:52:55,Net ID401;token_30;token_54;Net ID397,ID401;token_30;token_54;ID397
case_90,Net ID712,2025-01-26 14:43:55,2025-01-26 15:13:55,Net ID401;token_23;Net ID712,ID401;token_23;ID712
case_91,Net ID398,2025-01-26 14:43:55,2025-01-26 14:52:55,Net ID401;token_52;token_99;token_65;Net ID398,ID401;token_52;token_99;token_65;ID398
case_92,Net ID401,2025-01-26 14:43:55,2025-01-26 14:54:55,Net ID401;token_43;Net ID401,ID401;token_43;ID401
case_93,Net ID403,2025-01-26 14:43:55,2025-01-26 15:05:55,Net ID401;token_23;token_30;token_12;Net ID403,ID401;token_23;token_30;token_12;ID403
case_94,Net ID405,2025-01-26 14:43:55,2025-01-26 15:00:55,Net ID401;token_70;token_54;token_90;Net ID405,ID401;token_70;token_54;token_90;ID405
case_95,Net ID732,2025-01-26 14:43:55,2025-01-26 15:06:55,Net ID401;token_72;token_95;token_4;Net ID732,ID401;token_72;token_95;token_4;ID732
case_96,Net ID438,2025-01-26 14:43:55,2025-01-26 15:13:55,Net ID401;token_58;token_82;Net ID438,ID401;token_58;token_82;ID438
case_97,Net ID777,2025-01-26 14:43:55,2025-01-26 14:58:55,Net ID403;token_39;Net ID777,ID403;token_39;ID777
case_98,Net ID238,2025-01-26 14:43:55,2025-01-26 14:51:55,Net ID403;token_52;token_28;token_74;Net ID238,ID403;token_52;token_28;token_74;ID238
case_99,Net ID395,2025-01-26 14:43:55,2025-01-26 14:48:55,Net ID403;token_1;token_57;Net ID395,ID403;token_1;token_57;ID395
case_100,Net ID396,2025-01-26 14:43:55,2025-01-26 15:03:55,Net ID403;token_51;token_70;Net ID396,ID403;token_51;token_70;ID396
case_101,Net ID397,2025-01-26 14:43:55,2025-01-26 14:56:55,Net ID403;token_50;token_21;Net ID397,ID403;token_50;token_21;ID397
case_102,Net ID712,2025-01-26 14:43:55,2025-01-26 15:02:55,Net ID403;token_65;token_28;token_37;Net ID712,ID403;token_65;token_28;token_37;ID712
case_103,Net ID398,2025-01-26 14:43:55,2025-01-26 14:53:55,Net ID403;token_24;token_91;token_87;Net ID398,ID403;token_24;token_91;token_87;ID398
case_104,Net ID401,2025-01-26 14:43:55,2025-01-26 14:48:55,Net ID403;token_67;token_57;Net ID401,ID403;token_67;token_57;ID401
case_105,Net ID403,2025-01-26 14:43:55,2025-01-26 15:08:55,Net ID403;token_22;Net ID403,ID403;token_22;ID403
case_106,Net ID405,2025-01-26 14:43:55,2025-01-26 15:13:55,Net ID403;token_48;Net ID405,ID403;token_48;ID405
case_107,Net ID732,2025-01-26 14:43:55,2025-01-26 14:52:55,Net ID403;token_77;token_50;token_18;Net ID732,ID403;token_77;token_50;token_18;ID732
case_108,Net ID438,2025-01-26 14:43:55,2025-01-26 15:02:55,Net ID403;token_14;token_5;token_79;Net ID438,ID403;token_14;token_5;token_79;ID438
case_109,Net ID777,2025-01-26 14:43:55,2025-01-26 14:58:55,Net ID405;token_46;token_82;token_68;Net ID777,ID405;token_46;token_82;token_68;ID777
case_110,Net ID238,2025-01-26 14:43:55,2025-01-26 15:05:55,Net ID405;token_4;Net ID238,ID405;token_4;ID238
case_111,Net ID395,2025-01-26 14:43:55,2025-01-26 15:05:55,Net ID405;token_86;token_48;token_12;Net ID395,ID405;token_86;token_48;token_12;ID395
case_112,Net ID396,2025-01-26 14:43:55,2025-01-26 14:56:55,Net ID405;token_40;token_66;token_88;Net ID396,ID405;token_40;token_66;token_88;ID396
case_113,Net ID397,2025-01-26 14:43:55,2025-01-26 14:59:55,Net ID405;token_47;Net ID397,ID405;token_47;ID397
case_114,Net ID712,2025-01-26 14:43:55,2025-01-26 15:02:55,Net ID405;token_42;token_74;token_75;Net ID712,ID405;token_42;token_74;token_75;ID712
case_115,Net ID398,2025-01-26 14:43:55,2025-01-26 14:55:55,Net ID405;token_31;Net ID398,ID405;token_31;ID398
case_116,Net ID401,2025-01-26 14:43:55,2025-01-26 14:54:55,Net ID405;token_42;token_86;token_52;Net ID401,ID405;token_42;token_86;token_52;ID401
case_117,Net ID403,2025-01-26 14:43:55,2025-01-26 14:50:55,Net ID405;token_8;token_76;Net ID403,ID405;token_8;token_76;ID403
case_118,Net ID405,2025-01-26 14:43:55,2025-01-26 14:53:55,Net ID405;token_13;token_89;token_35;Net ID405,ID405;token_13;token_89;token_35;ID405
case_119,Net ID732,2025-01-26 14:43:55,2025-01-26 15:01:55,Net ID405;token_84;token_18;Net ID732,ID405;token_84;token_18;ID732
case_120,Net ID438,2025-01-26 14:43:55,2025-01-26 15:12:55,Net ID405;token_16;token_11;Net ID438,ID405;token_16;token_11;ID438
case_121,Net ID777,2025-01-26 14:43:55,2025-01-26 14:56:55,Net ID732;token_17;Net ID777,ID732;token_17;ID777
case_122,Net ID238,2025-01-26 14:43:55,2025-01-26 15:06:55,Net ID732;token_6;Net ID238,ID732;token_6;ID238
case_123,Net ID395,2025-01-26 14:43:55,2025-01-26 15:12:55,Net ID732;token_73;token_20;token_23;Net ID395,ID732;token_73;token_20;token_23;ID395
case_124,Net ID396,2025-01-26 14:43:55,2025-01-26 14:52:55,Net ID732;token_29;token_46;Net ID396,ID732;token_29;token_46;ID396
case_125,Net ID397,2025-01-26 14:43:55,2025-01-26 14:54:55,Net ID732;token_33;token_41;token_25;Net ID397,ID732;token_33;token_41;token_25;ID397
case_126,Net ID712,2025-01-26 14:43:55,2025-01-26 14:59:55,Net ID732;token_62;Net ID712,ID732;token_62;ID712
case_127,Net ID398,2025-01-26 14:43:55,2025-01-26 14:52:55,Net ID732;token_59;token_49;Net ID398,ID732;token_59;token_49;ID398
case_128,Net ID401,2025-01-26 14:43:55,2025-01-26 15:09:55,Net ID732;token_15;Net ID401,ID732;token_15;ID401
case_129,Net ID403,2025-01-26 14:43:55,2025-01-26 14:53:55,Net ID732;token_69;token_9;Net ID403,ID732;token_69;token_9;ID403
case_130,Net ID405,2025-01-26 14:43:55,2025-01-26 15:08:55,Net ID732;token_20;token_44;Net ID405,ID732;token_20;token_44;ID405
case_131,Net ID732,2025-01-26 14:43:55,2025-01-26 14:49:55,Net ID732;token_84;token_5;token_47;Net ID732,ID732;token_84;token_5;token_47;ID732
case_132,Net ID438,2025-01-26 14:43:55,2025-01-26 15:00:55,Net ID732;token_10;token_42;token_56;Net ID438,ID732;token_10;token_42;token_56;ID438
case_133,Net ID777,2025-01-26 14:43:55,2025-01-26 14:48:55,Net ID438;token_78;token_41;Net ID777,ID438;token_78;token_41;ID777
case_134,Net ID238,2025-01-26 14:43:55,2025-01-26 14:56:55,Net ID438;token_39;token_68;token_86;Net ID238,ID438;token_39;token_68;token_86;ID238
case_135,Net ID395,2025-01-26 14:43:55,2025-01-26 15:08:55,Net ID438;token_90;token_62;token_51;Net ID395,ID438;token_90;token_62;token_51;ID395
case_136,Net ID396,2025-01-26 14:43:55,2025-01-26 15:13:55,Net ID438;token_29;token_1;token_27;Net ID396,ID438;token_29;token_1;token_27;ID396
case_137,Net ID397,2025-01-26 14:43:55,2025-01-26 14:53:55,Net ID438;token_52;token_34;token_13;Net ID397,ID438;token_52;token_34;token_13;ID397
case_138,Net ID712,2025-01-26 14:43:55,2025-01-26 14:59:55,Net ID438;token_60;token_55;Net ID712,ID438;token_60;token_55;ID712
case_139,Net ID398,2025-01-26 14:43:55,2025-01-26 14:56:55,Net ID438;token_54;token_43;token_78;Net ID398,ID438;token_54;token_43;token_78;ID398
case_140,Net ID401,2025-01-26 14:43:55,2025-01-26 15:12:55,Net ID438;token_38;token_79;Net ID401,ID438;token_38;token_79;ID401
case_141,Net ID403,2025-01-26 14:43:55,2025-01-26 15:11:55,Net ID438;token_85;Net ID403,ID438;token_85;ID403
case_142,Net ID405,2025-01-26 14:43:55,2025-01-26 15:04:55,Net ID438;token_86;token_47;token_79;Net ID405,ID438;token_86;token_47;token_79;ID405
case_143,Net ID732,2025-01-26 14:43:55,2025-01-26 15:00:55,Net ID438;token_4;Net ID732,ID438;token_4;ID732
case_144,Net ID438,2025-01-26 14:43:55,2025-01-26 14:48:55,Net ID438;token_31;token_47;token_97;Net ID438,ID438;token_31;token_47;token_97;ID438
